ranking_date,ranking,ranking_points,tours,player_id,first_name,last_name,hand,birthdate,country
2018-01-29T00:00:00.000,41,1246,10,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2018-01-29T00:00:00.000,208,270,5,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2018-01-29T00:00:00.000,234,236,16,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2018-01-29T00:00:00.000,1,7965,22,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2018-01-29T00:00:00.000,2,7715,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2018-01-15T00:00:00.000,3,6050,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2018-01-15T00:00:00.000,5,5568,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2018-01-15T00:00:00.000,6,5445,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2018-01-15T00:00:00.000,16,2491,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2018-01-15T00:00:00.000,22,2000,9,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2018-01-15T00:00:00.000,48,1116,9,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2018-01-15T00:00:00.000,158,365,17,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2018-01-15T00:00:00.000,209,270,6,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2018-01-15T00:00:00.000,1,6425,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2018-01-15T00:00:00.000,2,6095,22,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2018-01-08T00:00:00.000,3,6005,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2018-01-08T00:00:00.000,5,5567,15,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2018-01-08T00:00:00.000,6,5445,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2018-01-08T00:00:00.000,22,2022,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2018-01-08T00:00:00.000,23,2000,9,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2018-01-08T00:00:00.000,47,1116,9,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2018-01-08T00:00:00.000,159,365,18,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2018-01-08T00:00:00.000,210,270,6,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2018-01-08T00:00:00.000,1,6425,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2018-01-08T00:00:00.000,2,6095,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2018-01-01T00:00:00.000,4,5730,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2018-01-01T00:00:00.000,5,5597,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2018-01-01T00:00:00.000,21,2121,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2018-01-01T00:00:00.000,22,2030,10,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2018-01-01T00:00:00.000,59,1006,8,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2018-01-01T00:00:00.000,157,365,19,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2018-01-01T00:00:00.000,209,270,6,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2018-01-01T00:00:00.000,2,6135,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2018-01-01T00:00:00.000,3,6015,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-11-20T00:00:00.000,3,6015,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-11-20T00:00:00.000,4,5730,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-11-20T00:00:00.000,5,5597,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-11-20T00:00:00.000,21,2121,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-11-20T00:00:00.000,22,2030,10,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-11-20T00:00:00.000,61,1006,8,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-11-20T00:00:00.000,1,6175,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-11-20T00:00:00.000,158,365,19,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-11-20T00:00:00.000,205,270,6,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-11-20T00:00:00.000,2,6135,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-11-13T00:00:00.000,3,6015,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-11-13T00:00:00.000,4,5730,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-11-13T00:00:00.000,5,5597,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-11-13T00:00:00.000,21,2121,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-11-13T00:00:00.000,22,2030,10,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-11-13T00:00:00.000,60,1006,8,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-11-13T00:00:00.000,160,365,19,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-11-13T00:00:00.000,209,270,6,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-11-13T00:00:00.000,1,6175,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-11-13T00:00:00.000,2,6135,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-11-06T00:00:00.000,3,6015,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-11-06T00:00:00.000,4,5730,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-11-06T00:00:00.000,5,5597,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-11-06T00:00:00.000,21,2121,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-11-06T00:00:00.000,22,2030,10,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-11-06T00:00:00.000,60,1006,8,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-11-06T00:00:00.000,153,365,19,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-11-06T00:00:00.000,208,270,6,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-11-06T00:00:00.000,1,6175,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-11-06T00:00:00.000,2,6135,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-10-30T00:00:00.000,3,6015,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-10-30T00:00:00.000,4,5730,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-10-30T00:00:00.000,5,5597,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-10-30T00:00:00.000,19,2042,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-10-30T00:00:00.000,21,2030,9,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-10-30T00:00:00.000,60,1006,8,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-10-30T00:00:00.000,151,365,19,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-10-30T00:00:00.000,204,270,6,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-10-30T00:00:00.000,1,6175,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-10-30T00:00:00.000,2,6135,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-10-23T00:00:00.000,3,5105,19,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-10-23T00:00:00.000,5,4642,15,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-10-23T00:00:00.000,6,4640,22,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-10-23T00:00:00.000,19,2042,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-10-23T00:00:00.000,21,2030,9,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-10-23T00:00:00.000,60,1006,8,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-10-23T00:00:00.000,150,365,19,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-10-23T00:00:00.000,205,270,6,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-10-23T00:00:00.000,1,5675,17,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-10-23T00:00:00.000,2,5635,20,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-10-16T00:00:00.000,3,5605,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-10-16T00:00:00.000,5,4642,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-10-16T00:00:00.000,6,4540,24,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-10-16T00:00:00.000,11,3122,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-10-16T00:00:00.000,24,2030,11,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-10-16T00:00:00.000,57,1005,7,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-10-16T00:00:00.000,136,419,20,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-10-16T00:00:00.000,204,270,7,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-10-16T00:00:00.000,1,6175,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-10-16T00:00:00.000,2,6135,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-10-09T00:00:00.000,3,5605,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-10-09T00:00:00.000,5,4642,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-10-09T00:00:00.000,6,4640,24,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-10-09T00:00:00.000,12,3181,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-10-09T00:00:00.000,24,2030,11,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-10-09T00:00:00.000,86,725,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-10-09T00:00:00.000,118,528,21,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-10-09T00:00:00.000,201,270,7,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-10-09T00:00:00.000,1,6175,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-10-09T00:00:00.000,2,6135,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-10-02T00:00:00.000,4,5605,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-10-02T00:00:00.000,5,4652,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-10-02T00:00:00.000,6,4640,24,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-10-02T00:00:00.000,12,3236,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-10-02T00:00:00.000,24,2030,11,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-10-02T00:00:00.000,104,605,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-10-02T00:00:00.000,117,537,22,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-10-02T00:00:00.000,200,270,8,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-10-02T00:00:00.000,1,6245,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-10-02T00:00:00.000,2,5645,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-09-25T00:00:00.000,4,5520,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-09-25T00:00:00.000,5,4756,17,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-09-25T00:00:00.000,6,4640,24,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-09-25T00:00:00.000,12,3340,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-09-25T00:00:00.000,23,2030,12,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-09-25T00:00:00.000,97,641,23,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-09-25T00:00:00.000,104,605,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-09-25T00:00:00.000,200,270,8,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-09-25T00:00:00.000,1,6115,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-09-25T00:00:00.000,2,5965,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-09-18T00:00:00.000,4,5520,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-09-18T00:00:00.000,5,4756,17,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-09-18T00:00:00.000,6,4640,24,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-09-18T00:00:00.000,14,3156,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-09-18T00:00:00.000,22,2030,13,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-09-18T00:00:00.000,73,820,24,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-09-18T00:00:00.000,103,605,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-09-18T00:00:00.000,199,270,8,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-09-18T00:00:00.000,1,6030,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-09-18T00:00:00.000,2,5965,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-09-11T00:00:00.000,4,5520,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-09-11T00:00:00.000,5,4756,17,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-09-11T00:00:00.000,6,4640,24,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-09-11T00:00:00.000,14,3156,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-09-11T00:00:00.000,22,2030,13,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-09-11T00:00:00.000,72,820,24,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-09-11T00:00:00.000,103,605,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-09-11T00:00:00.000,205,270,8,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-09-11T00:00:00.000,1,6030,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-09-11T00:00:00.000,2,5965,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-08-28T00:00:00.000,3,5860,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-08-28T00:00:00.000,5,5350,24,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-08-28T00:00:00.000,6,5146,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-08-28T00:00:00.000,9,4216,17,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-08-28T00:00:00.000,15,2810,13,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-08-28T00:00:00.000,68,880,24,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-08-28T00:00:00.000,146,365,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-08-28T00:00:00.000,202,270,9,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-08-28T00:00:00.000,1,6390,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-08-28T00:00:00.000,2,6385,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-08-21T00:00:00.000,3,5860,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-08-21T00:00:00.000,5,5350,25,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-08-21T00:00:00.000,6,5146,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-08-21T00:00:00.000,9,4216,17,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-08-21T00:00:00.000,15,2810,13,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-08-21T00:00:00.000,68,880,24,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-08-21T00:00:00.000,147,365,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-08-21T00:00:00.000,204,270,9,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-08-21T00:00:00.000,1,6390,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-08-21T00:00:00.000,2,6385,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-08-14T00:00:00.000,3,5730,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-08-14T00:00:00.000,5,5340,24,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-08-14T00:00:00.000,6,5310,22,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-08-14T00:00:00.000,9,4157,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-08-14T00:00:00.000,204,270,9,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-08-14T00:00:00.000,15,2810,13,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-08-14T00:00:00.000,68,880,24,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-08-14T00:00:00.000,148,365,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-08-14T00:00:00.000,1,6940,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-08-14T00:00:00.000,2,6150,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-08-07T00:00:00.000,3,5626,20,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-08-07T00:00:00.000,4,5175,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-08-07T00:00:00.000,6,4860,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-08-07T00:00:00.000,9,4052,15,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-08-07T00:00:00.000,15,2810,13,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-08-07T00:00:00.000,67,880,24,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-08-07T00:00:00.000,149,365,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-08-07T00:00:00.000,203,270,9,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-08-07T00:00:00.000,1,6751,19,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-08-07T00:00:00.000,2,5830,17,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-07-31T00:00:00.000,3,5626,20,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-07-31T00:00:00.000,4,4991,20,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-07-31T00:00:00.000,6,4860,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-07-31T00:00:00.000,9,4052,15,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-07-31T00:00:00.000,15,2810,13,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-07-31T00:00:00.000,69,885,24,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-07-31T00:00:00.000,171,310,5,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-07-31T00:00:00.000,204,270,9,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-07-31T00:00:00.000,1,6751,19,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-07-31T00:00:00.000,2,5770,16,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-07-24T00:00:00.000,3,5975,21,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-07-24T00:00:00.000,4,4990,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-07-24T00:00:00.000,6,4780,22,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-07-24T00:00:00.000,9,4157,16,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-07-24T00:00:00.000,15,2810,14,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-07-24T00:00:00.000,70,880,23,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-07-24T00:00:00.000,173,310,5,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-07-24T00:00:00.000,203,270,9,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-07-24T00:00:00.000,1,6855,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-07-24T00:00:00.000,2,6670,17,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-07-17T00:00:00.000,3,5975,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-07-17T00:00:00.000,5,4990,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-07-17T00:00:00.000,7,4780,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-07-17T00:00:00.000,9,4461,17,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-07-17T00:00:00.000,15,2810,14,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-07-17T00:00:00.000,70,880,23,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-07-17T00:00:00.000,171,310,5,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-07-17T00:00:00.000,201,270,9,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-07-17T00:00:00.000,1,6855,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-07-17T00:00:00.000,2,6670,17,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-07-03T00:00:00.000,3,6855,20,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-07-03T00:00:00.000,4,4810,14,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-07-03T00:00:00.000,6,4550,23,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-07-03T00:00:00.000,11,3941,17,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
2017-07-03T00:00:00.000,15,3060,21,202469,Garbine,Muguruza,R,1993-10-08T00:00:00.000,ESP
2017-07-03T00:00:00.000,67,940,24,201347,Jelena,Jankovic,R,1985-02-28T00:00:00.000,SRB
2017-07-03T00:00:00.000,180,310,6,201345,Maria,Sharapova,R,1987-04-19T00:00:00.000,RUS
2017-07-03T00:00:00.000,683,30,9,201458,Victoria,Azarenka,R,1989-07-31T00:00:00.000,BLR
2017-07-03T00:00:00.000,1,7035,22,201493,Angelique,Kerber,L,1988-01-18T00:00:00.000,GER
2017-07-03T00:00:00.000,2,6920,18,201594,Simona,Halep,R,1991-09-27T00:00:00.000,ROU
2017-06-26T00:00:00.000,3,6386,19,201662,Karolina,Pliskova,R,1992-03-21T00:00:00.000,CZE
2017-06-26T00:00:00.000,4,4810,14,200033,Serena,Williams,R,1981-09-26T00:00:00.000,USA
2017-06-26T00:00:00.000,6,4345,22,201496,Caroline,Wozniacki,R,1990-07-11T00:00:00.000,DEN
2017-06-26T00:00:00.000,11,3941,17,200748,Venus,Williams,R,1980-06-17T00:00:00.000,USA
